complaint,emotion
"Unannounced water cut affecting households in in the municipal ward, Jaipur.",sadness
"Garbage collection delayed for days in inside the hostel, Indore.",sadness
"Suspected dengue cases rising in at the bus stop, Bengaluru.",sadness
Expired snacks being sold by the street vendor in Bhopal.,sadness
"Suspected dengue cases reported in near the temple, Visakhapatnam; mosquitoes everywhere.",sadness
Dumpyard near in the municipal ward releases foul smell daily.,sadness
"Residents in near the railway station, Thiruvananthapuram are receiving very low water pressure.",sadness
Suspicious activities noticed near near the market school in Lucknow.,sadness
"Multiple theft incidents reported in inside the hostel, Pune.",sadness
"Garbage truck skipped collection for a week in behind the apartment, Surat.",sadness
"Packaged milk from the milkman in outside the school, Jaipur seems diluted.",sadness
"Multiple theft incidents reported in in the municipal ward, Surat.",sadness
"Borewell dried up; families in by the lake, Visakhapatnam are struggling.",sadness
Public toilet near the market in outside the school is very dirty and unhygienic.,sadness
"Residents in at the bus stop, Delhi are receiving very low water pressure.",sadness
"Kitchen waste attracting stray animals in opposite the hospital, Bengaluru.",sadness
"Unannounced water cut affecting households in near the market, Kochi.",sadness
"Ambulance delays causing panic in behind the apartment, Guwahati.",sadness
"Ambulance delays causing panic in outside the school, Nagpur.",sadness
"Garbage truck skipped collection for a week in behind the apartment, Jaipur.",sadness
Patient not moved because ambulance took too long to arrive from at the bus stop.,sadness
Traffic signals not working at in our colony intersection in Kolkata.,sadness
"Ambulance delays causing panic in outside the school, Jaipur.",sadness
"Busy junction at on the main road, Kolkata lacks pedestrian crossing.",sadness
"Residents in beside the park, Pune are receiving very low water pressure.",sadness
Dumpyard near near the railway station releases foul smell daily.,sadness
Dumpyard near near the railway station releases foul smell daily.,sadness
"Packaged milk from the street vendor in inside the hostel, Lucknow seems diluted.",sadness
"Packaged milk from the street vendor in in the municipal ward, Lucknow seems diluted.",sadness
"Students fell ill after eating from the ration shop in by the lake, Hyderabad.",sadness
"Packaged milk from the restaurant in in the municipal ward, Patna seems diluted.",sadness
"Packaged milk from the restaurant in in the municipal ward, Patna seems diluted.",sadness
"Residents in in our colony, Vellore are receiving very low water pressure.",sadness
"Water tanker did not arrive in inside the hostel, causing acute shortage for residents.",sadness
"Kitchen waste attracting stray animals in inside the hostel, Kolkata.",sadness
"People dumping plastic near the empty plot in by the lake, Coimbatore.",sadness
Essential medicines unavailable at hospital pharmacy in Coimbatore.,sadness
"Busy junction at in the municipal ward, Chennai lacks pedestrian crossing.",sadness
"Garbage piles up every day in at the bus stop, Trichy; bins are not emptied.",sadness
"The food served at the milkman in in our colony, Jaipur was stale.",sadness
"Garbage piles up every day in beside the park, Nagpur; bins are not emptied.",sadness
"Ambulance delays causing panic in at the bus stop, Kochi.",sadness
Pregnant woman denied prompt care at at the bus stop health centre.,sadness
"Pipeline leakage near behind the apartment, Kochi wasting huge amounts of water.",sadness
Pregnant woman denied prompt care at behind the apartment health centre.,sadness
"The food served at the milkman in on the main road, Chennai was stale.",sadness
"Pipeline leakage near beside the park, Coimbatore wasting huge amounts of water.",sadness
"Auto drivers are overcharging and harassing passengers near by the lake, Vellore.",sadness
"Unannounced water cut affecting households in opposite the hospital, Hyderabad.",sadness
"Pipeline leakage near at the bus stop, Kochi wasting huge amounts of water.",sadness
"Busy junction at beside the park, Pune lacks pedestrian crossing.",sadness
Pregnant woman denied prompt care at by the lake health centre.,sadness
"People dumping plastic near the empty plot in opposite the hospital, Kochi.",sadness
"Unannounced water cut affecting households in on the main road, Pune.",sadness
"Suspected dengue cases rising in next to the metro station, Kolkata.",sadness
"Water tanker skipped our street in at the bus stop, causing shortage.",sadness
"Unannounced water cut affecting households in on the main road, Mysuru.",sadness
Eve-teasing incidents happen regularly on beside the park road in Madurai.,sadness
"Auto drivers are overcharging and harassing passengers near on the main road, Vellore.",sadness
"Pipeline leakage near beside the park, Mysuru wasting huge amounts of water.",sadness
Essential medicines unavailable at hospital pharmacy in Nagpur.,sadness
"Uncollected kitchen waste is attracting stray animals in in the municipal ward, Bhopal.",sadness
"Busy junction at by the lake, Thiruvananthapuram lacks pedestrian crossing.",sadness
"Uncollected kitchen waste is attracting stray animals in in our colony, Hyderabad.",sadness
Essential medicines unavailable at hospital pharmacy in Thiruvananthapuram.,sadness
"Garbage collection delayed for days in outside the school, Madurai.",sadness
"Garbage collection delayed for days in opposite the hospital, Pune.",sadness
Essential medicines unavailable at hospital pharmacy in Trichy.,sadness
"Pipeline leakage near near the railway station, Trichy wasting huge amounts of water.",sadness
"Busy junction at by the lake, Coimbatore lacks pedestrian crossing.",sadness
Milk from the ration shop in Mangalore seemed adulterated.,sadness
"Uncollected kitchen waste is attracting stray animals in beside the park, Chennai.",sadness
"Pipeline leakage near next to the metro station, Coimbatore wasting huge amounts of water.",sadness
Essential medicines unavailable at hospital pharmacy in Pune.,sadness
"Unannounced water cut affecting households in outside the school, Trichy.",sadness
Milk from the restaurant in Chennai seemed adulterated.,sadness
"Borewell dried up; families in inside the hostel, Kochi are struggling.",sadness
Milk from the restaurant in Bengaluru seemed adulterated.,sadness
"Garbage collection delayed for days in outside the school, Thiruvananthapuram.",sadness
"Garbage piles up every day in at the bus stop, Lucknow; bins are not emptied.",sadness
Milk from the ration shop in Mumbai seemed adulterated.,sadness
"Busy junction at in our colony, Indore lacks pedestrian crossing.",sadness
Essential medicines unavailable at hospital pharmacy in Mangalore.,sadness
"The food served at the ration shop in by the lake, Madurai was stale.",sadness
"Water tanker skipped our street in at the bus stop, causing shortage.",sadness
Milk from the dhabha in Hyderabad seemed adulterated.,sadness
"Water tanker skipped our street in behind the apartment, causing shortage.",sadness
"Multiple theft incidents reported in behind the apartment, Jaipur.",sadness
"Busy junction at near the temple, Bhopal lacks pedestrian crossing.",sadness
Expired snacks being sold by the canteen in Bhopal.,sadness
"Pregnant woman denied timely care at the local health centre in in the municipal ward, Chennai.",sadness
"Borewell dried up; families in in our colony, Pune are struggling.",sadness
"Multiple theft incidents reported in behind the apartment, Madurai.",sadness
"Pregnant woman denied timely care at the local health centre in in the municipal ward, Patna.",sadness
"Busy junction at beside the park, Hyderabad lacks pedestrian crossing.",sadness
"Multiple theft incidents reported in behind the apartment, Vellore.",sadness
"Pregnant woman denied timely care at the local health centre in inside the hostel, Trichy.",sadness
"Busy junction at behind the apartment, Surat lacks pedestrian crossing.",sadness
"Pregnant woman denied timely care at the local health centre in near the market, Mumbai.",sadness
"The food served at the street vendor in opposite the hospital, Vellore was stale.",sadness
"Suspected dengue cases rising in near the market, Guwahati.",sadness
Expired snacks being sold by the dhabha in Pune.,sadness
"People dumping plastic near the empty plot in by the lake, Vellore.",sadness
"People dumping plastic near the empty plot in by the lake, Trichy.",sadness
"Suspected dengue cases rising in inside the hostel, Mumbai.",sadness
"Busy junction at near the temple, Hyderabad lacks pedestrian crossing.",sadness
Eve-teasing incidents happen regularly on outside the school road in Thiruvananthapuram.,sadness
Suspicious activities noticed near behind the apartment school in Chennai.,sadness
Milk from the dhabha in Nagpur seemed adulterated.,sadness
"Uncollected kitchen waste is attracting stray animals in on the main road, Madurai.",sadness
"The food served at the ration shop in inside the hostel, Bengaluru was stale.",sadness
Pregnant woman denied prompt care at inside the hostel health centre.,sadness
Pregnant woman denied prompt care at inside the hostel health centre.,sadness
Essential medicines unavailable at hospital pharmacy in Lucknow.,sadness
Pregnant woman denied prompt care at near the market health centre.,sadness
"People dumping plastic near the empty plot in next to the metro station, Pune.",sadness
"Water tanker skipped our street in at the bus stop, causing shortage.",sadness
"Uncollected kitchen waste is attracting stray animals in outside the school, Kolkata.",sadness
Eve-teasing incidents happen regularly on inside the hostel road in Delhi.,sadness
"Garbage piles up every day in outside the school, Lucknow; bins are not emptied.",sadness
"People dumping plastic near the empty plot in near the temple, Mysuru.",sadness
Essential medicines unavailable at hospital pharmacy in Jaipur.,sadness
Pregnant woman denied prompt care at on the main road health centre.,sadness
Pregnant woman denied prompt care at on the main road health centre.,sadness
Pregnant woman denied prompt care at on the main road health centre.,sadness
Eve-teasing incidents happen regularly on near the market road in Coimbatore.,sadness
"The food served at the local shop in by the lake, Surat was stale.",sadness
Eve-teasing incidents happen regularly on on the main road road in Trichy.,sadness
"Multiple theft incidents reported in behind the apartment, Bhopal.",sadness
"Unannounced water cut affecting households in on the main road, Chennai.",sadness
Essential medicines unavailable at hospital pharmacy in Coimbatore.,sadness
"Overspeeding vehicles causing danger near outside the school, Hyderabad.",sadness
"Residents in in our colony, Guwahati are receiving very low water pressure.",sadness
"Unannounced water cut affecting households in in our colony, Kochi.",sadness
Traffic signals not working at in our colony intersection in Nagpur.,sadness
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,sadness
Trash burning openly in opposite the hospital; causing health issues.,sadness
"Dirty water is coming from the municipal tap in in our colony, Madurai.",sadness
"The food served at the bakery in outside the school, Lucknow was stale.",sadness
"Dirty water is coming from the municipal tap in in our colony, Delhi.",sadness
"Heavy speeding by bikes near the school in near the market, Madurai creating danger.",sadness
Child developed rashes after drinking municipal water in behind the apartment.,sadness
"Borewell has run dry; villagers in at the bus stop, Vellore need a new source.",sadness
My child developed rashes after drinking water from the municipal supply in beside the park.,sadness
Food package from canteen had tampered expiry date.,sadness
Suspicious activities noticed near opposite the hospital school in Nagpur.,sadness
"Restaurant in beside the park, Mysuru served spoiled meat.",sadness
Food package from canteen had tampered expiry date.,sadness
Dairy products from vegetable stall in Vellore had foul smell.,sadness
Vegetables in the inside the hostel market of Pune were rotten and overpriced.,sadness
My child developed rashes after drinking water from the municipal supply in by the lake.,sadness
"Garbage truck skipped collection for a week in near the temple, Jaipur.",sadness
"Restaurant in beside the park, Bengaluru served spoiled meat.",sadness
"Restaurant in at the bus stop, Chennai served spoiled meat.",sadness
Expired snacks being sold by the street vendor in Nagpur.,sadness
"Garbage collection delayed for days in by the lake, Kochi.",sadness
"Overspeeding vehicles causing danger near in our colony, Surat.",sadness
"Garbage truck skipped collection for a week in near the railway station, Coimbatore.",sadness
"Expired spices were used in the restaurant at by the lake, Patna.",sadness
"Multiple theft incidents reported in next to the metro station, Vellore.",sadness
Dumping yard near the colony emits foul smell at night in Bhopal.,sadness
"Overspeeding vehicles causing danger near by the lake, Indore.",sadness
"Illegal parking blocking emergency access at opposite the hospital, Surat.",sadness
The packaged snack I bought from canteen had a torn expiry label.,sadness
"Respiratory issues increasing due to pollution in near the temple, Thiruvananthapuram.",sadness
"Dirty water is coming from the municipal tap in on the main road, Nagpur.",sadness
"Overspeeding vehicles causing danger near behind the apartment, Trichy.",sadness
"Garbage truck skipped collection for a week in near the railway station, Surat.",sadness
"Respiratory issues increasing due to pollution in on the main road, Mysuru.",sadness
"Respiratory issues increasing due to pollution in opposite the hospital, Delhi.",sadness
Child developed rashes after drinking municipal water in at the bus stop.,sadness
"Overspeeding vehicles causing danger near behind the apartment, Chennai.",sadness
"Overspeeding vehicles causing danger near at the bus stop, Vellore.",sadness
Vegetables in the inside the hostel market of Hyderabad were rotten and overpriced.,sadness
"Multiple theft incidents reported in outside the school, Kolkata.",sadness
The packaged snack I bought from mess had a torn expiry label.,sadness
"Overspeeding vehicles causing danger near in our colony, Vellore.",sadness
Dairy products from the tea stall in Bhopal have a strange smell.,sadness
The packaged snack I bought from milkman had a torn expiry label.,sadness
"Pipeline leakage near inside the hostel, Indore wasting huge amounts of water.",sadness
Restaurant near in the municipal ward served undercooked chicken and the staff is unhygienic.,sadness
Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,sadness
Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,sadness
Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,sadness
Dairy products from ration shop in Nagpur had foul smell.,sadness
Dairy products from ration shop in Mumbai had foul smell.,sadness
Restaurant near near the temple served undercooked chicken and the staff is unhygienic.,sadness
"Illegal parking blocking emergency access at inside the hostel, Bhopal.",sadness
"No doctor available at local PHC in at the bus stop, Bhopal.",sadness
"Several residents have fever and vomiting in beside the park, Pune; request medical camp.",sadness
"Illegal parking blocking emergency access at in the municipal ward, Mangalore.",sadness
"Water tanker skipped our street in inside the hostel, causing shortage.",sadness
"Illegal parking blocking emergency access at in our colony, Hyderabad.",sadness
Dairy products from ration shop in Jaipur had foul smell.,sadness
The packaged snack I bought from tea stall had a torn expiry label.,sadness
Trash burning openly in near the temple; causing health issues.,sadness
"Several residents have fever and vomiting in near the market, Madurai; request medical camp.",sadness
Restaurant near on the main road served undercooked chicken and the staff is unhygienic.,sadness
Traffic signals not working at in the municipal ward intersection in Delhi.,sadness
"Illegal parking blocking emergency access at inside the hostel, Delhi.",sadness
Overhead tank in near the temple hasn't been cleaned; water tastes strange.,sadness
Overhead tank in our building hasn't been cleaned for months in Guwahati.,sadness
"Borewell dried up; families in outside the school, Thiruvananthapuram are struggling.",sadness
My child developed rashes after drinking water from the municipal supply in in the municipal ward.,sadness
Overhead tank in our building hasn't been cleaned for months in Chennai.,sadness
Suspicious activities noticed near outside the school school in Patna.,sadness
My child developed rashes after drinking water from the municipal supply in near the market.,sadness
"Restaurant in near the temple, Mysuru served spoiled meat.",sadness
Tap water in at the bus stop of Bengaluru has been muddy and smells foul.,sadness
Overhead tank in on the main road hasn't been cleaned; water tastes strange.,sadness
The packaged snack I bought from restaurant had a torn expiry label.,sadness
"Garbage collection delayed for days in beside the park, Nagpur.",sadness
"A stray dog attacked a child near outside the school, Patna.",sadness
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,sadness
"Restaurant in on the main road, Guwahati served spoiled meat.",sadness
Traffic signals not working at behind the apartment intersection in Surat.,sadness
"Illegal parking blocking emergency access at inside the hostel, Jaipur.",sadness
Dairy products from tea stall in Kochi had foul smell.,sadness
Child developed rashes after drinking municipal water in beside the park.,sadness
Dairy products from tea stall in Chennai had foul smell.,sadness
"Restaurant in inside the hostel, Indore served spoiled meat.",sadness
"Overspeeding vehicles causing danger near in our colony, Vellore.",sadness
Auto drivers overcharging at in our colony in Mysuru.,sadness
"No drinking water supplied to the flats in on the main road, Chennai.",sadness
"Unannounced water cut affecting households in behind the apartment, Madurai.",sadness
Suspicious activities noticed near near the temple school in Guwahati.,sadness
"Overspeeding vehicles causing danger near inside the hostel, Vellore.",sadness
Suspicious activities noticed near near the temple school in Kochi.,sadness
"Overspeeding vehicles causing danger near inside the hostel, Thiruvananthapuram.",sadness
Suspicious activities noticed near near the temple school in Kolkata.,sadness
"Overspeeding vehicles causing danger near near the temple, Mysuru.",sadness
"Respiratory issues increasing due to pollution in in our colony, Surat.",sadness
Expired snacks being sold by the vegetable stall in Bhopal.,sadness
"Respiratory issues increasing due to pollution in in our colony, Thiruvananthapuram.",sadness
"Kitchen waste attracting stray animals in in our colony, Nagpur.",sadness
"Kitchen waste attracting stray animals in beside the park, Guwahati.",sadness
"Kitchen waste attracting stray animals in in our colony, Surat.",sadness
"Respiratory issues increasing due to pollution in in our colony, Visakhapatnam.",sadness
"Residents in outside the school, Visakhapatnam are receiving very low water pressure.",sadness
"Unannounced water cut affecting households in behind the apartment, Mangalore.",sadness
"Overspeeding vehicles causing danger near near the market, Madurai.",sadness
"Multiple theft incidents reported in near the temple, Lucknow.",sadness
"Respiratory issues increasing due to pollution in behind the apartment, Thiruvananthapuram.",sadness
"Respiratory issues increasing due to pollution in beside the park, Delhi.",sadness
Dumpyard near by the lake releases foul smell daily.,sadness
"The food served at the dhabha in behind the apartment, Chennai was stale.",sadness
"Kitchen waste attracting stray animals in in our colony, Nagpur.",sadness
"Overspeeding vehicles causing danger near in the municipal ward, Guwahati.",sadness
"Overspeeding vehicles causing danger near near the temple, Delhi.",sadness
"Expired spices were used in the bakery at by the lake, Guwahati.",sadness
"Respiratory issues increasing due to pollution in at the bus stop, Vellore.",sadness
"Water tanker did not arrive in beside the park, causing acute shortage for residents.",sadness
Traffic signals not working at in our colony intersection in Mangalore.,sadness
Dumpyard near behind the apartment releases foul smell daily.,sadness
Auto drivers overcharging at beside the park in Pune.,sadness
Dumpyard near at the bus stop releases foul smell daily.,sadness
"The food served at the dhabha in in our colony, Mangalore was stale.",sadness
"Water tanker skipped our street in by the lake, causing shortage.",sadness
"Suspected dengue cases reported in near the market, Delhi; mosquitoes everywhere.",sadness
Auto drivers overcharging at beside the park in Jaipur.,sadness
Auto drivers overcharging at beside the park in Jaipur.,sadness
"Kitchen waste attracting stray animals in at the bus stop, Mumbai.",sadness
"Water tanker skipped our street in by the lake, causing shortage.",sadness
"Busy junction at outside the school, Surat lacks pedestrian crossing.",sadness
"Residents in next to the metro station, Guwahati are receiving very low water pressure.",sadness
"Suspected dengue cases reported in near the market, Jaipur; mosquitoes everywhere.",sadness
"Garbage truck skipped collection for a week in near the market, Lucknow.",sadness
Dumping yard near the colony emits foul smell at night in Madurai.,sadness
Vegetables in the in the municipal ward market of Coimbatore were rotten and overpriced.,sadness
Expired snacks being sold by the tea stall in Jaipur.,sadness
Dumping yard near the colony emits foul smell at night in Jaipur.,sadness
Dumping yard near the colony emits foul smell at night in Nagpur.,sadness
Expired snacks being sold by the tea stall in Bengaluru.,sadness
"Unannounced water cut affecting households in at the bus stop, Mysuru.",sadness
Child developed rashes after drinking municipal water in in the municipal ward.,urgency
"Borewell has run dry; villagers in on the main road, Thiruvananthapuram need a new source.",urgency
"Street lights on the main road in in our colony, Thiruvananthapuram are not working; it's very dark at night.",urgency
The packaged snack I bought from street vendor had a torn expiry label.,urgency
"Busy junction at in the municipal ward, Nagpur lacks pedestrian crossing.",urgency
"Suspected dengue cases rising in opposite the hospital, Indore.",urgency
Child developed rashes after drinking municipal water in by the lake.,urgency
"Suspected dengue cases rising in outside the school, Vellore.",urgency
Tap water in near the railway station of Indore has been muddy and smells foul.,urgency
"Students fell ill after eating from the mess in outside the school, Trichy.",urgency
Tap water in in the municipal ward of Lucknow has been muddy and smells foul.,urgency
"Students fell ill after eating from the milkman in next to the metro station, Madurai.",urgency
The packaged snack I bought from tea stall had a torn expiry label.,urgency
Tap water in near the temple of Nagpur has been discolored and smells bad for two days.,urgency
Child developed rashes after drinking municipal water in in the municipal ward.,urgency
Tap water in at the bus stop of Hyderabad has been muddy and smells foul.,urgency
"The food served at the ration shop in by the lake, Nagpur was stale.",urgency
"Biscuit packet bought from street vendor in outside the school, Kochi contained insects.",urgency
"There is a major leak in the pipeline outside my house in at the bus stop, Bengaluru.",urgency
Tap water in beside the park of Guwahati has been muddy and smells foul.,urgency
"The food served at the ration shop in inside the hostel, Madurai was stale.",urgency
"Borewell dried up; families in by the lake, Pune are struggling.",urgency
The entire lane has been without drinking water today.,urgency
Traffic signals not working at near the railway station intersection in Mumbai.,urgency
"Borewell dried up; families in near the railway station, Chennai are struggling.",urgency
There have been frequent thefts reported near on the main road in Lucknow.,urgency
Children fell sick after eating mid-day meal at school in Vellore.,urgency
Tap water in opposite the hospital of Trichy has been muddy and smells foul.,urgency
The roadside drainage is overflowing due to blockage.,urgency
"Suspected dengue cases rising in opposite the hospital, Surat.",urgency
Tap water in at the bus stop of Trichy has been discolored and smells bad for two days.,urgency
"Students fell ill after eating from the milkman in near the temple, Indore.",urgency
Tap water in near the temple of Lucknow has been muddy and smells foul.,urgency
The sewer line broke and dirty water is flowing on the road.,urgency
"The food served at the milkman in in our colony, Lucknow was stale.",urgency
"Suspected dengue cases rising in opposite the hospital, Visakhapatnam.",urgency
Suspicious activities noticed near at the bus stop school in Guwahati.,urgency
There have been frequent thefts reported near on the main road in Delhi.,urgency
"Borewell dried up; families in at the bus stop, Vellore are struggling.",urgency
"Street tea stall cooking in unhygienic conditions in inside the hostel, Mumbai.",urgency
"Suspected dengue cases rising in on the main road, Hyderabad.",urgency
"Busy junction at beside the park, Trichy lacks pedestrian crossing.",urgency
"There is a major leak in the pipeline outside my house in near the market, Mumbai.",urgency
Tap water in at the bus stop of Thiruvananthapuram has been muddy and smells foul.,urgency
"Suspected dengue cases rising in outside the school, Indore.",urgency
Children fell sick after eating mid-day meal at school in Vellore.,urgency
"Biscuit packet bought from restaurant in by the lake, Kolkata contained insects.",urgency
"Borewell dried up; families in by the lake, Indore are struggling.",urgency
"Borewell has run dry; villagers in on the main road, Hyderabad need a new source.",urgency
The borewell motor has stopped working since yesterday.,urgency
Child developed rashes after drinking municipal water in beside the park.,urgency
"Students fell ill after eating from the restaurant in at the bus stop, Pune.",urgency
Suspicious activities noticed near near the market school in Jaipur.,urgency
"Street local shop cooking in unhygienic conditions in by the lake, Mysuru.",urgency
Child developed rashes after drinking municipal water in opposite the hospital.,urgency
Child developed rashes after drinking municipal water in in the municipal ward.,urgency
The packaged snack I bought from canteen had a torn expiry label.,urgency
Street ration shop is preparing food with dirty utensils in Guwahati.,urgency
"The food served at the tea stall in in our colony, Kolkata was stale.",urgency
There have been frequent thefts reported near inside the hostel in Bengaluru.,urgency
"Traffic signals are not functioning at the intersection of near the market, Pune.",urgency
"The food served at the vegetable stall in beside the park, Nagpur was stale.",urgency
"Borewell dried up; families in in our colony, Indore are struggling.",urgency
Suspicious activities noticed near next to the metro station school in Vellore.,urgency
Traffic signals not working at in our colony intersection in Guwahati.,urgency
"Students fell ill after eating from the dhabha in on the main road, Trichy.",urgency
"There is a major leak in the pipeline outside my house in beside the park, Chennai.",urgency
"Street street vendor cooking in unhygienic conditions in inside the hostel, Guwahati.",urgency
Traffic signals not working at near the market intersection in Kolkata.,urgency
Tap water in inside the hostel of Nagpur has been discolored and smells bad for two days.,urgency
"Street lights on the main road in in our colony, Pune are not working; it's very dark at night.",urgency
"Traffic signals are not functioning at the intersection of inside the hostel, Patna.",urgency
"Busy junction at next to the metro station, Vellore lacks pedestrian crossing.",urgency
"Suspected dengue cases rising in by the lake, Nagpur.",urgency
"There is a major leak in the pipeline outside my house in beside the park, Visakhapatnam.",urgency
Child developed rashes after drinking municipal water in opposite the hospital.,urgency
"Street restaurant cooking in unhygienic conditions in on the main road, Chennai.",urgency
Traffic signals not working at beside the park intersection in Indore.,urgency
"Traffic signals are not functioning at the intersection of at the bus stop, Coimbatore.",urgency
"Biscuit packet bought from street vendor in in the municipal ward, Hyderabad contained insects.",urgency
"The food served at the tea stall in near the railway station, Delhi was stale.",urgency
"Biscuit packet bought from street vendor in near the temple, Mumbai contained insects.",urgency
"Biscuit packet bought from local shop in in our colony, Kolkata contained insects.",urgency
Street ration shop is preparing food with dirty utensils in Thiruvananthapuram.,urgency
"Suspected dengue cases rising in in our colony, Jaipur.",urgency
Traffic signals not working at beside the park intersection in Madurai.,urgency
Tap water in near the temple of Surat has been muddy and smells foul.,urgency
"The food served at the canteen in next to the metro station, Delhi was stale.",urgency
"Borewell has run dry; villagers in in our colony, Pune need a new source.",urgency
Tap water in near the market of Delhi has been discolored and smells bad for two days.,urgency
"Biscuit packet bought from street vendor in opposite the hospital, Bengaluru contained insects.",urgency
Tap water in in the municipal ward of Mumbai has been muddy and smells foul.,urgency
"Busy junction at near the temple, Vellore lacks pedestrian crossing.",urgency
Tap water in behind the apartment of Vellore has been muddy and smells foul.,urgency
"Students fell ill after eating from the street vendor in near the railway station, Jaipur.",urgency
The packaged snack I bought from mess had a torn expiry label.,urgency
Traffic signals not working at in our colony intersection in Thiruvananthapuram.,urgency
Traffic signals not working at behind the apartment intersection in Mysuru.,urgency
Children fell sick after eating mid-day meal at school in Thiruvananthapuram.,urgency
"Students fell ill after eating from the local shop in opposite the hospital, Visakhapatnam.",urgency
"Students fell ill after eating from the street vendor in by the lake, Trichy.",urgency
There have been frequent thefts reported near near the temple in Jaipur.,urgency
"Suspected dengue cases reported in by the lake, Vellore; mosquitoes everywhere.",urgency
"Borewell dried up; families in in our colony, Surat are struggling.",urgency
"The food served at the ration shop in near the railway station, Thiruvananthapuram was stale.",urgency
"Traffic signals are not functioning at the intersection of near the temple, Chennai.",urgency
"The food served at the local shop in next to the metro station, Bhopal was stale.",urgency
"Suspected dengue cases rising in at the bus stop, Lucknow.",urgency
Suspicious activities noticed near outside the school school in Patna.,urgency
"Busy junction at on the main road, Lucknow lacks pedestrian crossing.",urgency
"The food served at the fruit seller in opposite the hospital, Bhopal was stale.",urgency
Traffic signals not working at near the railway station intersection in Chennai.,urgency
Child developed rashes after drinking municipal water in inside the hostel.,urgency
"The food served at the vegetable stall in in the municipal ward, Madurai was stale.",urgency
"Biscuit packet bought from ration shop in at the bus stop, Trichy contained insects.",urgency
Child developed rashes after drinking municipal water in near the market.,urgency
"Borewell has run dry; villagers in at the bus stop, Bengaluru need a new source.",urgency
Tap water in inside the hostel of Kochi has been muddy and smells foul.,urgency
Suspicious activities noticed near opposite the hospital school in Mangalore.,urgency
"Borewell dried up; families in outside the school, Mumbai are struggling.",urgency
"Suspected dengue cases rising in inside the hostel, Mumbai.",urgency
"The food served at the fruit seller in behind the apartment, Patna was stale.",urgency
Traffic signals not working at inside the hostel intersection in Thiruvananthapuram.,urgency
"The food served at the vegetable stall in outside the school, Chennai was stale.",urgency
"Street milkman cooking in unhygienic conditions in at the bus stop, Trichy.",urgency
"Busy junction at beside the park, Bengaluru lacks pedestrian crossing.",urgency
Children fell sick after eating mid-day meal at school in Kochi.,urgency
Traffic signals not working at at the bus stop intersection in Indore.,urgency
There's no drinking water in the government school for kids.,urgency
"The food served at the dhabha in inside the hostel, Patna was stale.",urgency
"Heavy speeding by bikes near the school in near the market, Vellore creating danger.",urgency
"Street lights are not functioning in opposite the hospital, Patna; unsafe at night.",urgency
"No water supply since morning in near the temple, Coimbatore.",urgency
Food poisoning cases reported after eating at mess in Coimbatore.,urgency
"No water supply since morning in next to the metro station, Kolkata.",urgency
"No water supply since morning in outside the school, Kochi.",urgency
Food poisoning cases reported after eating at bakery in Patna.,urgency
Vegetables in the opposite the hospital market of Pune were rotten and overpriced.,urgency
"No zebra crossing near the busy junction in in the municipal ward, Kolkata; pedestrians at risk.",urgency
"No zebra crossing near the busy junction in inside the hostel, Guwahati; pedestrians at risk.",urgency
"No zebra crossing near the busy junction in near the market, Thiruvananthapuram; pedestrians at risk.",urgency
Open burning of trash in beside the park causes smoke and breathing problems.,urgency
Open burning of trash in inside the hostel causes smoke and breathing problems.,urgency
Open burning of trash in near the market causes smoke and breathing problems.,urgency
Vegetables in the opposite the hospital market of Mysuru were rotten and overpriced.,urgency
Vegetables in the opposite the hospital market of Lucknow were rotten and overpriced.,urgency
Open burning of trash in on the main road causes smoke and breathing problems.,urgency
"Ambulance delays causing panic in near the market, Mangalore.",urgency
"Overflowing drain in behind the apartment, Bengaluru attracting insects.",urgency
"Overflowing drain in beside the park, Coimbatore attracting insects.",urgency
Vegetables in the next to the metro station market of Patna were rotten and overpriced.,urgency
"Overflowing drain in by the lake, Lucknow attracting insects.",urgency
"Overflowing drain in by the lake, Lucknow attracting insects.",urgency
Vegetables in the next to the metro station market of Mumbai were rotten and overpriced.,urgency
Food package from tea stall had tampered expiry date.,urgency
"Ambulance delays causing panic in near the railway station, Bhopal.",urgency
Food package from tea stall had tampered expiry date.,urgency
Food package from street vendor had tampered expiry date.,urgency
"Overflowing drain in in our colony, Coimbatore attracting insects.",urgency
"Overflowing drain in in our colony, Mumbai smells bad and attracts flies.",urgency
"Overflowing drain in in our colony, Mumbai smells bad and attracts flies.",urgency
"No water supply since morning in near the railway station, Trichy.",urgency
Vegetables in the next to the metro station market of Bhopal were rotten and overpriced.,urgency
"No water supply since morning in near the railway station, Mumbai.",urgency
"No water supply since morning in near the railway station, Bhopal.",urgency
"No doctor available at local PHC in by the lake, Delhi.",urgency
"Garbage collection delayed for days in behind the apartment, Kolkata.",urgency
"No doctor available at local PHC in in our colony, Vellore.",urgency
"Garbage collection delayed for days in behind the apartment, Hyderabad.",urgency
"Garbage collection delayed for days in at the bus stop, Thiruvananthapuram.",urgency
Water supply is cut off without notice; elderly people in in our colony are affected.,urgency
"No doctor available at local PHC in near the railway station, Indore.",urgency
