complaint,category
"Borewell dried up; families in at the bus stop, Mumbai are struggling.",water
"Unannounced water cut affecting households in near the temple, Delhi.",water
"Borewell dried up; families in at the bus stop, Vellore are struggling.",water
"Borewell dried up; families in behind the apartment, Bhopal are struggling.",water
"Unannounced water cut affecting households in outside the school, Pune.",water
"Unannounced water cut affecting households in outside the school, Trichy.",water
"Contaminated water coming from municipal tap in next to the metro station, Nagpur.",water
"Borewell has run dry; villagers in outside the school, Pune need a new source.",water
"Borewell has run dry; villagers in outside the school, Bhopal need a new source.",water
"Borewell has run dry; villagers in on the main road, Visakhapatnam need a new source.",water
"Borewell has run dry; villagers in on the main road, Vellore need a new source.",water
"Borewell has run dry; villagers in on the main road, Thiruvananthapuram need a new source.",water
"Borewell has run dry; villagers in on the main road, Patna need a new source.",water
"Borewell has run dry; villagers in on the main road, Lucknow need a new source.",water
"Borewell has run dry; villagers in on the main road, Hyderabad need a new source.",water
"Borewell has run dry; villagers in on the main road, Bhopal need a new source.",water
"Unannounced water cut affecting households in outside the school, Mysuru.",water
"Borewell has run dry; villagers in near the temple, Pune need a new source.",water
"Borewell has run dry; villagers in inside the hostel, Kolkata need a new source.",water
"Borewell has run dry; villagers in inside the hostel, Hyderabad need a new source.",water
"Borewell has run dry; villagers in in the municipal ward, Visakhapatnam need a new source.",water
"Borewell has run dry; villagers in in our colony, Pune need a new source.",water
"Borewell has run dry; villagers in in our colony, Kochi need a new source.",water
"Borewell has run dry; villagers in by the lake, Bhopal need a new source.",water
"Borewell has run dry; villagers in at the bus stop, Vellore need a new source.",water
"Borewell has run dry; villagers in at the bus stop, Bengaluru need a new source.",water
"Borewell has run dry; villagers in at the bus stop, Bengaluru need a new source.",water
"Borewell dried up; families in outside the school, Visakhapatnam are struggling.",water
"Borewell dried up; families in outside the school, Thiruvananthapuram are struggling.",water
"Borewell dried up; families in outside the school, Surat are struggling.",water
"Borewell has run dry; villagers in near the market, Thiruvananthapuram need a new source.",water
"Unannounced water cut affecting households in outside the school, Indore.",water
"Unannounced water cut affecting households in opposite the hospital, Vellore.",water
"Unannounced water cut affecting households in opposite the hospital, Kochi.",water
"Borewell dried up; families in behind the apartment, Delhi are struggling.",water
"Borewell dried up; families in behind the apartment, Guwahati are struggling.",water
"Borewell dried up; families in behind the apartment, Guwahati are struggling.",water
"Borewell dried up; families in behind the apartment, Hyderabad are struggling.",water
"Borewell dried up; families in behind the apartment, Hyderabad are struggling.",water
"Borewell dried up; families in behind the apartment, Mangalore are struggling.",water
"Borewell dried up; families in behind the apartment, Mumbai are struggling.",water
"Borewell dried up; families in behind the apartment, Thiruvananthapuram are struggling.",water
"Borewell dried up; families in beside the park, Bhopal are struggling.",water
"Borewell dried up; families in beside the park, Coimbatore are struggling.",water
"Borewell dried up; families in beside the park, Kolkata are struggling.",water
"Borewell dried up; families in beside the park, Nagpur are struggling.",water
"Borewell dried up; families in by the lake, Bengaluru are struggling.",water
"Borewell dried up; families in by the lake, Chennai are struggling.",water
"Borewell dried up; families in by the lake, Indore are struggling.",water
"Borewell dried up; families in by the lake, Pune are struggling.",water
"Unannounced water cut affecting households in on the main road, Chennai.",water
"Unannounced water cut affecting households in on the main road, Indore.",water
"Unannounced water cut affecting households in on the main road, Indore.",water
"Unannounced water cut affecting households in on the main road, Lucknow.",water
"Unannounced water cut affecting households in on the main road, Mumbai.",water
"Unannounced water cut affecting households in on the main road, Mysuru.",water
"Unannounced water cut affecting households in on the main road, Mysuru.",water
"Unannounced water cut affecting households in on the main road, Nagpur.",water
"Unannounced water cut affecting households in on the main road, Pune.",water
"Unannounced water cut affecting households in opposite the hospital, Hyderabad.",water
"Unannounced water cut affecting households in opposite the hospital, Hyderabad.",water
"Borewell dried up; families in at the bus stop, Vellore are struggling.",water
"Unannounced water cut affecting households in near the temple, Kochi.",water
"Residents in inside the hostel, Lucknow are receiving very low water pressure.",water
The overhead tank in our colony is leaking heavily.,water
Overhead tank in our building hasn't been cleaned for months in Bhopal.,water
Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water
Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water
Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water
Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water
Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water
Overhead tank in opposite the hospital hasn't been cleaned; water tastes strange.,water
Overhead tank in on the main road hasn't been cleaned; water tastes strange.,water
Overhead tank in on the main road hasn't been cleaned; water tastes strange.,water
Overhead tank in on the main road hasn't been cleaned; water tastes strange.,water
Overhead tank in on the main road hasn't been cleaned; water tastes strange.,water
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water
Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water
Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water
Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water
Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water
Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water
Overhead tank in near the railway station hasn't been cleaned; water tastes strange.,water
Overhead tank in our building hasn't been cleaned for months in Chennai.,water
Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water
Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water
Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water
Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water
Overhead tank in next to the metro station hasn't been cleaned; water tastes strange.,water
Overhead tank in near the temple hasn't been cleaned; water tastes strange.,water
Overhead tank in our building hasn't been cleaned for months in Delhi.,water
Overhead tank in our building hasn't been cleaned for months in Delhi.,water
Overhead tank in our building hasn't been cleaned for months in Guwahati.,water
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water
Overhead tank in outside the school hasn't been cleaned; water tastes strange.,water
"Pipeline leakage near at the bus stop, Hyderabad wasting huge amounts of water.",water
"Pipeline leakage near at the bus stop, Kochi wasting huge amounts of water.",water
"Pipeline leakage near at the bus stop, Kolkata wasting huge amounts of water.",water
"Pipeline leakage near at the bus stop, Surat wasting huge amounts of water.",water
"Pipeline leakage near behind the apartment, Delhi wasting huge amounts of water.",water
"Pipeline leakage near behind the apartment, Indore wasting huge amounts of water.",water
Severe waterlogging after yesterday’s rain.,water
Overhead tank in near the market hasn't been cleaned; water tastes strange.,water
Overhead tank in our building hasn't been cleaned for months in Trichy.,water
Overhead tank in our building hasn't been cleaned for months in Thiruvananthapuram.,water
Overhead tank in our building hasn't been cleaned for months in Guwahati.,water
Overhead tank in our building hasn't been cleaned for months in Hyderabad.,water
Overhead tank in our building hasn't been cleaned for months in Jaipur.,water
Overhead tank in our building hasn't been cleaned for months in Jaipur.,water
Overhead tank in our building hasn't been cleaned for months in Kochi.,water
Overhead tank in our building hasn't been cleaned for months in Kochi.,water
Overhead tank in our building hasn't been cleaned for months in Trichy.,water
Overhead tank in our building hasn't been cleaned for months in Lucknow.,water
Overhead tank in our building hasn't been cleaned for months in Nagpur.,water
Overhead tank in our building hasn't been cleaned for months in Nagpur.,water
Overhead tank in our building hasn't been cleaned for months in Patna.,water
Overhead tank in our building hasn't been cleaned for months in Pune.,water
Overhead tank in our building hasn't been cleaned for months in Pune.,water
Overhead tank in our building hasn't been cleaned for months in Pune.,water
Overhead tank in our building hasn't been cleaned for months in Nagpur.,water
"Pipeline leakage near behind the apartment, Indore wasting huge amounts of water.",water
Overhead tank in near the market hasn't been cleaned; water tastes strange.,water
Overhead tank in near the market hasn't been cleaned; water tastes strange.,water
Stagnant water near in the municipal ward creating mosquito breeding conditions.,water
Stagnant water near in the municipal ward creating mosquito breeding conditions.,water
Stagnant water near in the municipal ward creating mosquito breeding conditions.,water
Stagnant water near in the municipal ward creating mosquito breeding conditions.,water
Stagnant water near in the municipal ward creating mosquito breeding conditions.,water
Stagnant water near in the municipal ward creating mosquito breeding conditions.,water
Stagnant water near in the municipal ward creating mosquito breeding conditions.,water
Stagnant water near in the municipal ward creating mosquito breeding conditions.,water
Stagnant water near in the municipal ward creating mosquito breeding conditions.,water
Stagnant water near inside the hostel creating mosquito breeding conditions.,water
Stagnant water near inside the hostel creating mosquito breeding conditions.,water
Stagnant water near inside the hostel creating mosquito breeding conditions.,water
Stagnant water near inside the hostel creating mosquito breeding conditions.,water
Stagnant water near inside the hostel creating mosquito breeding conditions.,water
Stagnant water near inside the hostel creating mosquito breeding conditions.,water
Stagnant water near near the market creating mosquito breeding conditions.,water
Stagnant water near near the market creating mosquito breeding conditions.,water
Stagnant water near near the temple creating mosquito breeding conditions.,water
Stagnant water near near the temple creating mosquito breeding conditions.,water
Stagnant water near near the railway station creating mosquito breeding conditions.,water
Stagnant water near near the railway station creating mosquito breeding conditions.,water
Stagnant water near near the railway station creating mosquito breeding conditions.,water
Stagnant water near near the railway station creating mosquito breeding conditions.,water
Stagnant water near in our colony creating mosquito breeding conditions.,water
Stagnant water near near the railway station creating mosquito breeding conditions.,water
Stagnant water near near the railway station creating mosquito breeding conditions.,water
Stagnant water near near the market creating mosquito breeding conditions.,water
Stagnant water near near the market creating mosquito breeding conditions.,water
Stagnant water near near the market creating mosquito breeding conditions.,water
Stagnant water near near the market creating mosquito breeding conditions.,water
Stagnant water near near the market creating mosquito breeding conditions.,water
Stagnant water near near the railway station creating mosquito breeding conditions.,water
Stagnant water near in our colony creating mosquito breeding conditions.,water
Stagnant water near by the lake creating mosquito breeding conditions.,water
Stagnant water near by the lake creating mosquito breeding conditions.,water
Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water
Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water
Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water
Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water
Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water
Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water
Stagnant water near at the bus stop creating mosquito breeding conditions.,water
Overhead tank in in the municipal ward hasn't been cleaned; water tastes strange.,water
Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water
Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water
Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water
Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water
Overhead tank in near the market hasn't been cleaned; water tastes strange.,water
Overhead tank in near the market hasn't been cleaned; water tastes strange.,water
Overhead tank in inside the hostel hasn't been cleaned; water tastes strange.,water
Overhead tank in near the market hasn't been cleaned; water tastes strange.,water
Stagnant water near at the bus stop creating mosquito breeding conditions.,water
Stagnant water near at the bus stop creating mosquito breeding conditions.,water
Stagnant water near beside the park creating mosquito breeding conditions.,water
Stagnant water near beside the park creating mosquito breeding conditions.,water
Stagnant water near beside the park creating mosquito breeding conditions.,water
Stagnant water near beside the park creating mosquito breeding conditions.,water
Stagnant water near beside the park creating mosquito breeding conditions.,water
Stagnant water near beside the park creating mosquito breeding conditions.,water
Stagnant water near at the bus stop creating mosquito breeding conditions.,water
Stagnant water near behind the apartment creating mosquito breeding conditions.,water
Stagnant water near behind the apartment creating mosquito breeding conditions.,water
Stagnant water near behind the apartment creating mosquito breeding conditions.,water
Stagnant water near behind the apartment creating mosquito breeding conditions.,water
Stagnant water near behind the apartment creating mosquito breeding conditions.,water
Stagnant water near at the bus stop creating mosquito breeding conditions.,water
Stagnant water near at the bus stop creating mosquito breeding conditions.,water
Stagnant water near behind the apartment creating mosquito breeding conditions.,water
"Pipeline leakage near behind the apartment, Jaipur wasting huge amounts of water.",water
"Pipeline leakage near behind the apartment, Kochi wasting huge amounts of water.",water
"Pipeline leakage near behind the apartment, Surat wasting huge amounts of water.",water
"Residents in on the main road, Visakhapatnam are receiving very low water pressure.",water
"Residents in opposite the hospital, Chennai are receiving very low water pressure.",water
"Residents in opposite the hospital, Coimbatore are receiving very low water pressure.",water
"Residents in opposite the hospital, Hyderabad are receiving very low water pressure.",water
"Residents in opposite the hospital, Vellore are receiving very low water pressure.",water
"Residents in outside the school, Visakhapatnam are receiving very low water pressure.",water
"Residents in inside the hostel, Chennai are receiving very low water pressure.",water
"Residents in in the municipal ward, Patna are receiving very low water pressure.",water
"Residents in in the municipal ward, Patna are receiving very low water pressure.",water
"Residents in in the municipal ward, Mysuru are receiving very low water pressure.",water
"Residents in in the municipal ward, Mumbai are receiving very low water pressure.",water
"Residents in in the municipal ward, Kochi are receiving very low water pressure.",water
"Residents in in the municipal ward, Kochi are receiving very low water pressure.",water
"Residents in in the municipal ward, Jaipur are receiving very low water pressure.",water
"Residents in in the municipal ward, Jaipur are receiving very low water pressure.",water
"Residents in in the municipal ward, Delhi are receiving very low water pressure.",water
"Residents in in the municipal ward, Coimbatore are receiving very low water pressure.",water
"Residents in beside the park, Pune are receiving very low water pressure.",water
"Residents in beside the park, Trichy are receiving very low water pressure.",water
"Residents in beside the park, Visakhapatnam are receiving very low water pressure.",water
"Residents in by the lake, Bengaluru are receiving very low water pressure.",water
"Residents in by the lake, Indore are receiving very low water pressure.",water
"Residents in by the lake, Kolkata are receiving very low water pressure.",water
"Residents in on the main road, Vellore are receiving very low water pressure.",water
"Residents in by the lake, Trichy are receiving very low water pressure.",water
"Residents in in our colony, Madurai are receiving very low water pressure.",water
"Residents in in our colony, Madurai are receiving very low water pressure.",water
"Residents in in our colony, Mumbai are receiving very low water pressure.",water
"Residents in in our colony, Trichy are receiving very low water pressure.",water
"Residents in in our colony, Vellore are receiving very low water pressure.",water
"Residents in in the municipal ward, Bengaluru are receiving very low water pressure.",water
"Residents in in our colony, Guwahati are receiving very low water pressure.",water
"Residents in on the main road, Jaipur are receiving very low water pressure.",water
"Residents in on the main road, Delhi are receiving very low water pressure.",water
"Residents in next to the metro station, Visakhapatnam are receiving very low water pressure.",water
"Residents in near the railway station, Chennai are receiving very low water pressure.",water
"Residents in near the market, Visakhapatnam are receiving very low water pressure.",water
"Residents in near the market, Vellore are receiving very low water pressure.",water
"Residents in near the market, Surat are receiving very low water pressure.",water
"Residents in near the market, Patna are receiving very low water pressure.",water
"Residents in near the market, Patna are receiving very low water pressure.",water
"Residents in near the railway station, Jaipur are receiving very low water pressure.",water
"Residents in near the market, Madurai are receiving very low water pressure.",water
"Residents in near the market, Kolkata are receiving very low water pressure.",water
"Residents in near the market, Guwahati are receiving very low water pressure.",water
"Residents in inside the hostel, Visakhapatnam are receiving very low water pressure.",water
"Residents in inside the hostel, Vellore are receiving very low water pressure.",water
"Residents in inside the hostel, Pune are receiving very low water pressure.",water
"Residents in inside the hostel, Mumbai are receiving very low water pressure.",water
"Residents in near the market, Lucknow are receiving very low water pressure.",water
"Residents in beside the park, Pune are receiving very low water pressure.",water
"Residents in near the railway station, Madurai are receiving very low water pressure.",water
"Residents in near the railway station, Surat are receiving very low water pressure.",water
"Residents in next to the metro station, Surat are receiving very low water pressure.",water
"Residents in next to the metro station, Nagpur are receiving very low water pressure.",water
"Residents in next to the metro station, Nagpur are receiving very low water pressure.",water
"Residents in next to the metro station, Mumbai are receiving very low water pressure.",water
"Residents in next to the metro station, Mangalore are receiving very low water pressure.",water
"Residents in next to the metro station, Madurai are receiving very low water pressure.",water
"Residents in near the railway station, Patna are receiving very low water pressure.",water
"Residents in next to the metro station, Guwahati are receiving very low water pressure.",water
"Residents in near the temple, Thiruvananthapuram are receiving very low water pressure.",water
"Residents in near the temple, Thiruvananthapuram are receiving very low water pressure.",water
"Residents in near the temple, Pune are receiving very low water pressure.",water
"Residents in near the temple, Kochi are receiving very low water pressure.",water
"Residents in near the temple, Jaipur are receiving very low water pressure.",water
"Residents in near the railway station, Thiruvananthapuram are receiving very low water pressure.",water
"Residents in near the temple, Vellore are receiving very low water pressure.",water
"Residents in beside the park, Mysuru are receiving very low water pressure.",water
"Residents in beside the park, Mangalore are receiving very low water pressure.",water
"Residents in beside the park, Guwahati are receiving very low water pressure.",water
"Pipeline leakage near in the municipal ward, Mumbai wasting huge amounts of water.",water
"Pipeline leakage near in the municipal ward, Mumbai wasting huge amounts of water.",water
"Pipeline leakage near inside the hostel, Coimbatore wasting huge amounts of water.",water
"Pipeline leakage near inside the hostel, Indore wasting huge amounts of water.",water
"Pipeline leakage near inside the hostel, Lucknow wasting huge amounts of water.",water
"Pipeline leakage near inside the hostel, Mumbai wasting huge amounts of water.",water
"Pipeline leakage near in the municipal ward, Lucknow wasting huge amounts of water.",water
"Pipeline leakage near near the market, Kochi wasting huge amounts of water.",water
"Pipeline leakage near near the railway station, Chennai wasting huge amounts of water.",water
"Pipeline leakage near near the railway station, Guwahati wasting huge amounts of water.",water
"Pipeline leakage near near the railway station, Hyderabad wasting huge amounts of water.",water
"Pipeline leakage near near the railway station, Kochi wasting huge amounts of water.",water
"Pipeline leakage near near the railway station, Mumbai wasting huge amounts of water.",water
"Pipeline leakage near near the railway station, Mysuru wasting huge amounts of water.",water
"Pipeline leakage near near the market, Kochi wasting huge amounts of water.",water
"Pipeline leakage near near the railway station, Nagpur wasting huge amounts of water.",water
"Pipeline leakage near in the municipal ward, Jaipur wasting huge amounts of water.",water
"Pipeline leakage near in our colony, Jaipur wasting huge amounts of water.",water
"Pipeline leakage near behind the apartment, Surat wasting huge amounts of water.",water
"Pipeline leakage near behind the apartment, Vellore wasting huge amounts of water.",water
"Pipeline leakage near beside the park, Coimbatore wasting huge amounts of water.",water
"Pipeline leakage near beside the park, Indore wasting huge amounts of water.",water
"Pipeline leakage near beside the park, Mysuru wasting huge amounts of water.",water
"Pipeline leakage near by the lake, Coimbatore wasting huge amounts of water.",water
"Pipeline leakage near in our colony, Kochi wasting huge amounts of water.",water
"Pipeline leakage near by the lake, Guwahati wasting huge amounts of water.",water
"Pipeline leakage near by the lake, Patna wasting huge amounts of water.",water
"Pipeline leakage near in our colony, Bengaluru wasting huge amounts of water.",water
"Pipeline leakage near in our colony, Bengaluru wasting huge amounts of water.",water
"Pipeline leakage near in our colony, Bhopal wasting huge amounts of water.",water
"Pipeline leakage near in our colony, Indore wasting huge amounts of water.",water
"Pipeline leakage near in our colony, Indore wasting huge amounts of water.",water
"Pipeline leakage near by the lake, Mangalore wasting huge amounts of water.",water
Stagnant water near near the temple creating mosquito breeding conditions.,water
"Pipeline leakage near near the railway station, Patna wasting huge amounts of water.",water
"Pipeline leakage near near the railway station, Trichy wasting huge amounts of water.",water
"Pipeline leakage near outside the school, Chennai wasting huge amounts of water.",water
"Pipeline leakage near outside the school, Madurai wasting huge amounts of water.",water
"Pipeline leakage near outside the school, Trichy wasting huge amounts of water.",water
"Pipeline leakage near outside the school, Vellore wasting huge amounts of water.",water
Pipeline leakage outside my home is wasting water.,water
"Residents in at the bus stop, Delhi are receiving very low water pressure.",water
"Pipeline leakage near outside the school, Bhopal wasting huge amounts of water.",water
"Residents in at the bus stop, Indore are receiving very low water pressure.",water
"Residents in at the bus stop, Nagpur are receiving very low water pressure.",water
"Residents in at the bus stop, Patna are receiving very low water pressure.",water
"Residents in behind the apartment, Indore are receiving very low water pressure.",water
"Residents in behind the apartment, Jaipur are receiving very low water pressure.",water
"Residents in behind the apartment, Lucknow are receiving very low water pressure.",water
"Residents in behind the apartment, Patna are receiving very low water pressure.",water
"Residents in at the bus stop, Kolkata are receiving very low water pressure.",water
"Pipeline leakage near near the railway station, Trichy wasting huge amounts of water.",water
"Pipeline leakage near opposite the hospital, Visakhapatnam wasting huge amounts of water.",water
"Pipeline leakage near opposite the hospital, Pune wasting huge amounts of water.",water
"Pipeline leakage near near the temple, Bengaluru wasting huge amounts of water.",water
"Pipeline leakage near near the temple, Mysuru wasting huge amounts of water.",water
"Pipeline leakage near near the temple, Surat wasting huge amounts of water.",water
"Pipeline leakage near near the temple, Vellore wasting huge amounts of water.",water
"Pipeline leakage near next to the metro station, Chennai wasting huge amounts of water.",water
"Pipeline leakage near next to the metro station, Coimbatore wasting huge amounts of water.",water
"Pipeline leakage near opposite the hospital, Vellore wasting huge amounts of water.",water
"Pipeline leakage near next to the metro station, Jaipur wasting huge amounts of water.",water
"Pipeline leakage near next to the metro station, Patna wasting huge amounts of water.",water
"Pipeline leakage near on the main road, Chennai wasting huge amounts of water.",water
"Pipeline leakage near on the main road, Hyderabad wasting huge amounts of water.",water
"Pipeline leakage near on the main road, Nagpur wasting huge amounts of water.",water
"Pipeline leakage near opposite the hospital, Guwahati wasting huge amounts of water.",water
"Pipeline leakage near opposite the hospital, Hyderabad wasting huge amounts of water.",water
"Pipeline leakage near next to the metro station, Jaipur wasting huge amounts of water.",water
The tap water smells strongly of chlorine today.,water
Stagnant water near near the temple creating mosquito breeding conditions.,water
Stagnant water near near the temple creating mosquito breeding conditions.,water
"Low water pressure in the morning and evening in inside the hostel, Thiruvananthapuram.",water
"Low water pressure in the morning and evening in inside the hostel, Coimbatore.",water
"Low water pressure in the morning and evening in in the municipal ward, Delhi.",water
"Low water pressure in the morning and evening in in the municipal ward, Bhopal.",water
"Low water pressure in the morning and evening in in our colony, Kochi.",water
"Low water pressure in the morning and evening in in our colony, Kochi.",water
"Low water pressure in the morning and evening in beside the park, Lucknow.",water
"Low water pressure in the morning and evening in at the bus stop, Coimbatore.",water
"Residents in inside the hostel, Delhi are receiving very low water pressure.",water
Tap water in at the bus stop of Bengaluru has been muddy and smells foul.,water
Tap water in at the bus stop of Hyderabad has been muddy and smells foul.,water
Tap water in at the bus stop of Hyderabad has been muddy and smells foul.,water
Tap water in at the bus stop of Kochi has been muddy and smells foul.,water
Tap water in at the bus stop of Nagpur has been muddy and smells foul.,water
Tap water in at the bus stop of Patna has been discolored and smells bad for two days.,water
Tap water in at the bus stop of Patna has been muddy and smells foul.,water
Tap water in at the bus stop of Thiruvananthapuram has been muddy and smells foul.,water
Tap water in by the lake of Kolkata has been muddy and smells foul.,water
Tap water in beside the park of Visakhapatnam has been muddy and smells foul.,water
Tap water in beside the park of Thiruvananthapuram has been discolored and smells bad for two days.,water
Tap water in beside the park of Nagpur has been muddy and smells foul.,water
Tap water in beside the park of Kolkata has been discolored and smells bad for two days.,water
Tap water in beside the park of Guwahati has been muddy and smells foul.,water
"Low water pressure in the morning and evening in near the market, Lucknow.",water
Tap water in beside the park of Guwahati has been muddy and smells foul.,water
Tap water in behind the apartment of Vellore has been muddy and smells foul.,water
Tap water in behind the apartment of Mysuru has been muddy and smells foul.,water
Tap water in behind the apartment of Mumbai has been muddy and smells foul.,water
Tap water in behind the apartment of Hyderabad has been muddy and smells foul.,water
Tap water in behind the apartment of Bhopal has been muddy and smells foul.,water
Tap water in at the bus stop of Trichy has been discolored and smells bad for two days.,water
Tap water in beside the park of Delhi has been muddy and smells foul.,water
"Low water pressure in the morning and evening in near the temple, Bhopal.",water
"Low water pressure in the morning and evening in near the temple, Hyderabad.",water
"Low water pressure in the morning and evening in on the main road, Jaipur.",water
"No drinking water supplied to the flats in inside the hostel, Mumbai.",water
"No drinking water supplied to the flats in near the market, Vellore.",water
"No drinking water supplied to the flats in near the temple, Mumbai.",water
"No drinking water supplied to the flats in near the temple, Vellore.",water
"No drinking water supplied to the flats in on the main road, Chennai.",water
"No drinking water supplied to the flats in on the main road, Kolkata.",water
"No drinking water supplied to the flats in in the municipal ward, Mumbai.",water
"No drinking water supplied to the flats in on the main road, Vellore.",water
"No drinking water supplied to the flats in outside the school, Pune.",water
"No drinking water supplied to the flats in outside the school, Visakhapatnam.",water
"No water supply since morning in at the bus stop, Bengaluru.",water
"No water supply since morning in at the bus stop, Coimbatore.",water
"No water supply since morning in at the bus stop, Indore.",water
"No water supply since morning in at the bus stop, Kolkata.",water
"No drinking water supplied to the flats in outside the school, Hyderabad.",water
Tap water in by the lake of Pune has been muddy and smells foul.,water
"No drinking water supplied to the flats in in our colony, Thiruvananthapuram.",water
"No drinking water supplied to the flats in in our colony, Kolkata.",water
"Low water pressure in the morning and evening in on the main road, Kochi.",water
"Low water pressure in the morning and evening in on the main road, Kolkata.",water
"Low water pressure in the morning and evening in outside the school, Kolkata.",water
"Low water pressure in the morning and evening in outside the school, Vellore.",water
Need a new borewell in our village due to shortage.,water
"No drinking water supplied to the flats in at the bus stop, Guwahati.",water
"No drinking water supplied to the flats in in our colony, Lucknow.",water
"No drinking water supplied to the flats in at the bus stop, Hyderabad.",water
"No drinking water supplied to the flats in at the bus stop, Patna.",water
"No drinking water supplied to the flats in at the bus stop, Patna.",water
"No drinking water supplied to the flats in beside the park, Bengaluru.",water
"No drinking water supplied to the flats in beside the park, Trichy.",water
"No drinking water supplied to the flats in by the lake, Jaipur.",water
"No drinking water supplied to the flats in by the lake, Vellore.",water
"No drinking water supplied to the flats in at the bus stop, Kolkata.",water
"No water supply since morning in at the bus stop, Madurai.",water
Tap water in in our colony of Jaipur has been muddy and smells foul.,water
Tap water in in our colony of Mumbai has been muddy and smells foul.,water
Tap water in near the temple of Lucknow has been muddy and smells foul.,water
Tap water in near the temple of Nagpur has been discolored and smells bad for two days.,water
Tap water in near the temple of Surat has been muddy and smells foul.,water
Tap water in near the temple of Thiruvananthapuram has been discolored and smells bad for two days.,water
Tap water in near the temple of Trichy has been muddy and smells foul.,water
Tap water in near the temple of Visakhapatnam has been discolored and smells bad for two days.,water
Tap water in next to the metro station of Bengaluru has been muddy and smells foul.,water
Tap water in next to the metro station of Delhi has been muddy and smells foul.,water
Tap water in next to the metro station of Hyderabad has been muddy and smells foul.,water
Tap water in next to the metro station of Mysuru has been muddy and smells foul.,water
Tap water in next to the metro station of Pune has been muddy and smells foul.,water
Tap water in on the main road of Bhopal has been muddy and smells foul.,water
Tap water in on the main road of Hyderabad has been discolored and smells bad for two days.,water
Tap water in on the main road of Indore has been muddy and smells foul.,water
Tap water in on the main road of Patna has been muddy and smells foul.,water
Tap water in on the main road of Vellore has been muddy and smells foul.,water
Tap water in opposite the hospital of Coimbatore has been muddy and smells foul.,water
The entire lane has been without drinking water today.,water
The borewell motor has stopped working since yesterday.,water
Tap water in outside the school of Thiruvananthapuram has been discolored and smells bad for two days.,water
Tap water in outside the school of Kolkata has been muddy and smells foul.,water
Tap water in outside the school of Kochi has been muddy and smells foul.,water
Tap water in outside the school of Jaipur has been muddy and smells foul.,water
Tap water in near the temple of Jaipur has been muddy and smells foul.,water
Tap water in outside the school of Indore has been muddy and smells foul.,water
Tap water in outside the school of Guwahati has been discolored and smells bad for two days.,water
Tap water in outside the school of Delhi has been discolored and smells bad for two days.,water
Tap water in outside the school of Chennai has been muddy and smells foul.,water
Tap water in outside the school of Bengaluru has been muddy and smells foul.,water
Tap water in opposite the hospital of Trichy has been muddy and smells foul.,water
Tap water in opposite the hospital of Mysuru has been muddy and smells foul.,water
Tap water in outside the school of Indore has been muddy and smells foul.,water
Tap water in near the railway station of Mumbai has been muddy and smells foul.,water
Tap water in near the railway station of Madurai has been muddy and smells foul.,water
Tap water in near the railway station of Indore has been muddy and smells foul.,water
Tap water in inside the hostel of Madurai has been discolored and smells bad for two days.,water
Tap water in inside the hostel of Kolkata has been discolored and smells bad for two days.,water
