,complaint,category,emotion,department
3628,"Sewage water overflowing onto the road in inside the hostel, Bhopal.",waste,frustration,Sanitation Dept.
3629,"Sewage water overflowing onto the road in inside the hostel, Hyderabad.",waste,frustration,Sanitation Dept.
3630,"Sewage water overflowing onto the road in inside the hostel, Mysuru.",waste,frustration,Sanitation Dept.
3631,"Sewage water overflowing onto the road in inside the hostel, Thiruvananthapuram.",waste,concern,Sanitation Dept.
3632,"Sewage water overflowing onto the road in near the market, Indore.",waste,worry,Sanitation Dept.
3633,"Sewage water overflowing onto the road in near the market, Kochi.",waste,sadness,Sanitation Dept.
3634,"Sewage water overflowing onto the road in near the market, Surat.",waste,urgency,Sanitation Dept.
3635,"Sewage water overflowing onto the road in near the railway station, Bengaluru.",waste,neutral,Sanitation Dept.
3636,"Sewage water overflowing onto the road in near the railway station, Chennai.",waste,urgency,Sanitation Dept.
3637,"Sewage water overflowing onto the road in near the railway station, Delhi.",waste,disgust,Sanitation Dept.
3638,"Sewage water overflowing onto the road in near the railway station, Hyderabad.",waste,neutral,Sanitation Dept.
3639,"Sewage water overflowing onto the road in near the railway station, Madurai.",waste,disgust,Sanitation Dept.
3640,"Sewage water overflowing onto the road in near the railway station, Pune.",waste,disgust,Sanitation Dept.
3641,"Sewage water overflowing onto the road in near the railway station, Pune.",waste,neutral,Sanitation Dept.
3642,"Sewage water overflowing onto the road in near the railway station, Vellore.",waste,worry,Sanitation Dept.
3643,"Sewage water overflowing onto the road in near the temple, Bengaluru.",waste,disgust,Sanitation Dept.
3644,"Sewage water overflowing onto the road in near the temple, Bengaluru.",waste,disgust,Sanitation Dept.
3645,"Sewage water overflowing onto the road in near the temple, Bengaluru.",waste,neutral,Sanitation Dept.
3646,"Sewage water overflowing onto the road in near the temple, Bengaluru.",waste,neutral,Sanitation Dept.
3647,"Sewage water overflowing onto the road in near the temple, Kolkata.",waste,frustration,Sanitation Dept.
3648,"Sewage water overflowing onto the road in near the temple, Kolkata.",waste,sadness,Sanitation Dept.
3649,"Sewage water overflowing onto the road in near the temple, Mangalore.",waste,neutral,Sanitation Dept.
3650,"Sewage water overflowing onto the road in near the temple, Mumbai.",waste,worry,Sanitation Dept.
3651,"Sewage water overflowing onto the road in near the temple, Thiruvananthapuram.",waste,worry,Sanitation Dept.
3652,"Sewage water overflowing onto the road in next to the metro station, Bhopal.",waste,worry,Sanitation Dept.
3653,"Sewage water overflowing onto the road in next to the metro station, Madurai.",waste,frustration,Sanitation Dept.
3654,"Sewage water overflowing onto the road in next to the metro station, Mangalore.",waste,neutral,Sanitation Dept.
3655,"Sewage water overflowing onto the road in next to the metro station, Pune.",waste,concern,Sanitation Dept.
3656,"Sewage water overflowing onto the road in next to the metro station, Surat.",waste,frustration,Sanitation Dept.
3657,"Sewage water overflowing onto the road in next to the metro station, Thiruvananthapuram.",waste,concern,Sanitation Dept.
3658,"Sewage water overflowing onto the road in on the main road, Bengaluru.",waste,frustration,Sanitation Dept.
3659,"Sewage water overflowing onto the road in on the main road, Indore.",waste,concern,Sanitation Dept.
3660,"Sewage water overflowing onto the road in on the main road, Jaipur.",waste,sadness,Sanitation Dept.
3661,"Sewage water overflowing onto the road in on the main road, Madurai.",waste,neutral,Sanitation Dept.
3662,"Sewage water overflowing onto the road in on the main road, Pune.",waste,neutral,Sanitation Dept.
3663,"Sewage water overflowing onto the road in on the main road, Surat.",waste,anger,Sanitation Dept.
3664,"Sewage water overflowing onto the road in opposite the hospital, Bengaluru.",waste,concern,Sanitation Dept.
3665,"Sewage water overflowing onto the road in opposite the hospital, Bhopal.",waste,sadness,Sanitation Dept.
3666,"Sewage water overflowing onto the road in opposite the hospital, Delhi.",waste,anger,Sanitation Dept.
3667,"Sewage water overflowing onto the road in opposite the hospital, Delhi.",waste,sadness,Sanitation Dept.
3668,"Sewage water overflowing onto the road in opposite the hospital, Jaipur.",waste,worry,Sanitation Dept.
3669,"Sewage water overflowing onto the road in opposite the hospital, Mangalore.",waste,sadness,Sanitation Dept.
3670,"Sewage water overflowing onto the road in opposite the hospital, Mysuru.",waste,urgency,Sanitation Dept.
3671,"Sewage water overflowing onto the road in opposite the hospital, Trichy.",waste,disgust,Sanitation Dept.
3672,"Sewage water overflowing onto the road in outside the school, Chennai.",waste,anger,Sanitation Dept.
3673,"Sewage water overflowing onto the road in outside the school, Coimbatore.",waste,frustration,Sanitation Dept.
3674,"Sewage water overflowing onto the road in outside the school, Delhi.",waste,anger,Sanitation Dept.
3675,"Sewage water overflowing onto the road in outside the school, Delhi.",waste,urgency,Sanitation Dept.
3676,"Sewage water overflowing onto the road in outside the school, Lucknow.",waste,worry,Sanitation Dept.
3677,"Sewage water overflowing onto the road in outside the school, Mysuru.",waste,sadness,Sanitation Dept.
3678,"Sewage water overflowing onto the road in outside the school, Trichy.",waste,concern,Sanitation Dept.
3679,"Sewage water overflowing onto the road in outside the school, Visakhapatnam.",waste,concern,Sanitation Dept.
3680,"Sewage water overflowing onto the road in outside the school, Visakhapatnam.",waste,concern,Sanitation Dept.
3681,Stagnant sewage near the temple is creating health issues.,waste,worry,Sanitation Dept.
3682,Stagnant water near at the bus stop creating mosquito breeding conditions.,water,anger,Municipality
3683,Stagnant water near at the bus stop creating mosquito breeding conditions.,water,anger,Municipality
3684,Stagnant water near at the bus stop creating mosquito breeding conditions.,water,anger,Municipality
3685,Stagnant water near at the bus stop creating mosquito breeding conditions.,water,anger,Municipality
3686,Stagnant water near at the bus stop creating mosquito breeding conditions.,water,concern,Municipality
3687,Stagnant water near at the bus stop creating mosquito breeding conditions.,water,disgust,Municipality
3688,Stagnant water near behind the apartment creating mosquito breeding conditions.,water,disgust,Municipality
3689,Stagnant water near behind the apartment creating mosquito breeding conditions.,water,disgust,Municipality
3690,Stagnant water near behind the apartment creating mosquito breeding conditions.,water,neutral,Municipality
3691,Stagnant water near behind the apartment creating mosquito breeding conditions.,water,neutral,Municipality
3692,Stagnant water near behind the apartment creating mosquito breeding conditions.,water,sadness,Municipality
3693,Stagnant water near behind the apartment creating mosquito breeding conditions.,water,urgency,Municipality
3694,Stagnant water near beside the park creating mosquito breeding conditions.,water,anger,Municipality
3695,Stagnant water near beside the park creating mosquito breeding conditions.,water,disgust,Municipality
3696,Stagnant water near beside the park creating mosquito breeding conditions.,water,frustration,Municipality
3697,Stagnant water near beside the park creating mosquito breeding conditions.,water,neutral,Municipality
3698,Stagnant water near beside the park creating mosquito breeding conditions.,water,neutral,Municipality
3699,Stagnant water near beside the park creating mosquito breeding conditions.,water,sadness,Municipality
3700,Stagnant water near by the lake creating mosquito breeding conditions.,water,anger,Municipality
3701,Stagnant water near by the lake creating mosquito breeding conditions.,water,neutral,Municipality
3702,Stagnant water near in our colony creating mosquito breeding conditions.,water,anger,Municipality
3703,Stagnant water near in our colony creating mosquito breeding conditions.,water,urgency,Municipality
3704,Stagnant water near in the municipal ward creating mosquito breeding conditions.,water,concern,Municipality
3705,Stagnant water near in the municipal ward creating mosquito breeding conditions.,water,concern,Municipality
3706,Stagnant water near in the municipal ward creating mosquito breeding conditions.,water,concern,Municipality
3707,Stagnant water near in the municipal ward creating mosquito breeding conditions.,water,disgust,Municipality
3708,Stagnant water near in the municipal ward creating mosquito breeding conditions.,water,frustration,Municipality
3709,Stagnant water near in the municipal ward creating mosquito breeding conditions.,water,neutral,Municipality
3710,Stagnant water near in the municipal ward creating mosquito breeding conditions.,water,urgency,Municipality
3711,Stagnant water near in the municipal ward creating mosquito breeding conditions.,water,urgency,Municipality
3712,Stagnant water near in the municipal ward creating mosquito breeding conditions.,water,worry,Municipality
3713,Stagnant water near inside the hostel creating mosquito breeding conditions.,water,anger,Municipality
3714,Stagnant water near inside the hostel creating mosquito breeding conditions.,water,anger,Municipality
3715,Stagnant water near inside the hostel creating mosquito breeding conditions.,water,disgust,Municipality
3716,Stagnant water near inside the hostel creating mosquito breeding conditions.,water,frustration,Municipality
3717,Stagnant water near inside the hostel creating mosquito breeding conditions.,water,frustration,Municipality
3718,Stagnant water near inside the hostel creating mosquito breeding conditions.,water,urgency,Municipality
3719,Stagnant water near near the market creating mosquito breeding conditions.,water,anger,Municipality
3720,Stagnant water near near the market creating mosquito breeding conditions.,water,anger,Municipality
3721,Stagnant water near near the market creating mosquito breeding conditions.,water,concern,Municipality
3722,Stagnant water near near the market creating mosquito breeding conditions.,water,frustration,Municipality
3723,Stagnant water near near the market creating mosquito breeding conditions.,water,urgency,Municipality
3724,Stagnant water near near the market creating mosquito breeding conditions.,water,urgency,Municipality
3725,Stagnant water near near the market creating mosquito breeding conditions.,water,worry,Municipality
3726,Stagnant water near near the railway station creating mosquito breeding conditions.,water,concern,Municipality
3727,Stagnant water near near the railway station creating mosquito breeding conditions.,water,concern,Municipality
3728,Stagnant water near near the railway station creating mosquito breeding conditions.,water,disgust,Municipality
3729,Stagnant water near near the railway station creating mosquito breeding conditions.,water,urgency,Municipality
3730,Stagnant water near near the railway station creating mosquito breeding conditions.,water,worry,Municipality
3731,Stagnant water near near the railway station creating mosquito breeding conditions.,water,worry,Municipality
3732,Stagnant water near near the railway station creating mosquito breeding conditions.,water,worry,Municipality
3733,Stagnant water near near the temple creating mosquito breeding conditions.,water,disgust,Municipality
3734,Stagnant water near near the temple creating mosquito breeding conditions.,water,disgust,Municipality
3735,Stagnant water near near the temple creating mosquito breeding conditions.,water,disgust,Municipality
3736,Stagnant water near near the temple creating mosquito breeding conditions.,water,frustration,Municipality
3737,Stagnant water near near the temple creating mosquito breeding conditions.,water,frustration,Municipality
3738,Stagnant water near near the temple creating mosquito breeding conditions.,water,sadness,Municipality
3739,Stagnant water near near the temple creating mosquito breeding conditions.,water,sadness,Municipality
3740,Stagnant water near near the temple creating mosquito breeding conditions.,water,urgency,Municipality
3741,Stagnant water near next to the metro station creating mosquito breeding conditions.,water,anger,Municipality
3742,Stagnant water near next to the metro station creating mosquito breeding conditions.,water,disgust,Municipality
3743,Stagnant water near next to the metro station creating mosquito breeding conditions.,water,frustration,Municipality
3744,Stagnant water near next to the metro station creating mosquito breeding conditions.,water,sadness,Municipality
3745,Stagnant water near next to the metro station creating mosquito breeding conditions.,water,urgency,Municipality
3746,Stagnant water near on the main road creating mosquito breeding conditions.,water,sadness,Municipality
3747,Stagnant water near on the main road creating mosquito breeding conditions.,water,sadness,Municipality
3748,Stagnant water near on the main road creating mosquito breeding conditions.,water,urgency,Municipality
3749,Stagnant water near opposite the hospital creating mosquito breeding conditions.,water,concern,Municipality
3750,Stagnant water near opposite the hospital creating mosquito breeding conditions.,water,concern,Municipality
3751,Stagnant water near opposite the hospital creating mosquito breeding conditions.,water,disgust,Municipality
3752,Stagnant water near outside the school creating mosquito breeding conditions.,water,sadness,Municipality
3753,Stagnant water near outside the school creating mosquito breeding conditions.,water,urgency,Municipality
3754,Stagnant water near outside the school creating mosquito breeding conditions.,water,worry,Municipality
3755,Standing water near the road in at the bus stop after small rain; mosquitoes breeding.,water,concern,Municipality
3756,Standing water near the road in at the bus stop after small rain; mosquitoes breeding.,water,concern,Municipality
3757,Standing water near the road in at the bus stop after small rain; mosquitoes breeding.,water,neutral,Municipality
3758,Standing water near the road in beside the park after small rain; mosquitoes breeding.,water,urgency,Municipality
3759,Standing water near the road in by the lake after small rain; mosquitoes breeding.,water,disgust,Municipality
3760,Standing water near the road in by the lake after small rain; mosquitoes breeding.,water,urgency,Municipality
3761,Standing water near the road in by the lake after small rain; mosquitoes breeding.,water,worry,Municipality
3762,Standing water near the road in in our colony after small rain; mosquitoes breeding.,water,anger,Municipality
3763,Standing water near the road in in our colony after small rain; mosquitoes breeding.,water,disgust,Municipality
3764,Standing water near the road in in our colony after small rain; mosquitoes breeding.,water,frustration,Municipality
3765,Standing water near the road in in the municipal ward after small rain; mosquitoes breeding.,water,neutral,Municipality
3766,Standing water near the road in in the municipal ward after small rain; mosquitoes breeding.,water,neutral,Municipality
3767,Standing water near the road in inside the hostel after small rain; mosquitoes breeding.,water,anger,Municipality
3768,Standing water near the road in inside the hostel after small rain; mosquitoes breeding.,water,neutral,Municipality
3769,Standing water near the road in inside the hostel after small rain; mosquitoes breeding.,water,urgency,Municipality
3770,Standing water near the road in inside the hostel after small rain; mosquitoes breeding.,water,worry,Municipality
3771,Standing water near the road in inside the hostel after small rain; mosquitoes breeding.,water,worry,Municipality
3772,Standing water near the road in near the market after small rain; mosquitoes breeding.,water,anger,Municipality
3773,Standing water near the road in near the market after small rain; mosquitoes breeding.,water,disgust,Municipality
3774,Standing water near the road in near the market after small rain; mosquitoes breeding.,water,neutral,Municipality
3775,Standing water near the road in near the temple after small rain; mosquitoes breeding.,water,concern,Municipality
3776,Standing water near the road in near the temple after small rain; mosquitoes breeding.,water,worry,Municipality
3777,Standing water near the road in on the main road after small rain; mosquitoes breeding.,water,worry,Municipality
3778,Standing water near the road in outside the school after small rain; mosquitoes breeding.,water,neutral,Municipality
3779,"Stray dogs attacking pedestrians in at the bus stop, Bengaluru.",safety,concern,Police
3780,"Stray dogs attacking pedestrians in at the bus stop, Bengaluru.",safety,concern,Police
3781,"Stray dogs attacking pedestrians in at the bus stop, Indore.",safety,sadness,Police
3782,"Stray dogs attacking pedestrians in at the bus stop, Nagpur.",safety,disgust,Police
3783,"Stray dogs attacking pedestrians in at the bus stop, Patna.",safety,anger,Police
3784,"Stray dogs attacking pedestrians in at the bus stop, Patna.",safety,urgency,Police
3785,"Stray dogs attacking pedestrians in at the bus stop, Surat.",safety,sadness,Police
3786,"Stray dogs attacking pedestrians in at the bus stop, Visakhapatnam.",safety,urgency,Police
3787,"Stray dogs attacking pedestrians in behind the apartment, Coimbatore.",safety,urgency,Police
3788,"Stray dogs attacking pedestrians in behind the apartment, Nagpur.",safety,worry,Police
3789,"Stray dogs attacking pedestrians in behind the apartment, Pune.",safety,worry,Police
3790,"Stray dogs attacking pedestrians in behind the apartment, Vellore.",safety,sadness,Police
3791,"Stray dogs attacking pedestrians in behind the apartment, Visakhapatnam.",safety,urgency,Police
3792,"Stray dogs attacking pedestrians in beside the park, Indore.",safety,concern,Police
3793,"Stray dogs attacking pedestrians in beside the park, Kochi.",safety,concern,Police
3794,"Stray dogs attacking pedestrians in by the lake, Indore.",safety,frustration,Police
3795,"Stray dogs attacking pedestrians in by the lake, Jaipur.",safety,sadness,Police
3796,"Stray dogs attacking pedestrians in by the lake, Kochi.",safety,anger,Police
3797,"Stray dogs attacking pedestrians in by the lake, Kochi.",safety,frustration,Police
3798,"Stray dogs attacking pedestrians in by the lake, Mumbai.",safety,anger,Police
3799,"Stray dogs attacking pedestrians in by the lake, Nagpur.",safety,worry,Police
3800,"Stray dogs attacking pedestrians in by the lake, Patna.",safety,urgency,Police
3801,"Stray dogs attacking pedestrians in by the lake, Pune.",safety,worry,Police
3802,"Stray dogs attacking pedestrians in in our colony, Delhi.",safety,disgust,Police
3803,"Stray dogs attacking pedestrians in in our colony, Jaipur.",safety,urgency,Police
3804,"Stray dogs attacking pedestrians in in our colony, Kochi.",safety,frustration,Police
3805,"Stray dogs attacking pedestrians in in our colony, Lucknow.",safety,worry,Police
3806,"Stray dogs attacking pedestrians in in our colony, Pune.",safety,frustration,Police
3807,"Stray dogs attacking pedestrians in in our colony, Vellore.",safety,disgust,Police
3808,"Stray dogs attacking pedestrians in in the municipal ward, Coimbatore.",safety,urgency,Police
3809,"Stray dogs attacking pedestrians in in the municipal ward, Guwahati.",safety,disgust,Police
3810,"Stray dogs attacking pedestrians in in the municipal ward, Hyderabad.",safety,sadness,Police
3811,"Stray dogs attacking pedestrians in in the municipal ward, Kolkata.",safety,sadness,Police
3812,"Stray dogs attacking pedestrians in in the municipal ward, Madurai.",safety,sadness,Police
3813,"Stray dogs attacking pedestrians in in the municipal ward, Vellore.",safety,anger,Police
3814,"Stray dogs attacking pedestrians in inside the hostel, Bengaluru.",safety,sadness,Police
3815,"Stray dogs attacking pedestrians in inside the hostel, Delhi.",safety,sadness,Police
3816,"Stray dogs attacking pedestrians in inside the hostel, Kolkata.",safety,urgency,Police
3817,"Stray dogs attacking pedestrians in inside the hostel, Lucknow.",safety,anger,Police
3818,"Stray dogs attacking pedestrians in inside the hostel, Nagpur.",safety,anger,Police
3819,"Stray dogs attacking pedestrians in inside the hostel, Pune.",safety,worry,Police
3820,"Stray dogs attacking pedestrians in inside the hostel, Thiruvananthapuram.",safety,urgency,Police
3821,"Stray dogs attacking pedestrians in inside the hostel, Vellore.",safety,sadness,Police
3822,"Stray dogs attacking pedestrians in near the market, Bhopal.",safety,neutral,Police
3823,"Stray dogs attacking pedestrians in near the market, Guwahati.",safety,sadness,Police
3824,"Stray dogs attacking pedestrians in near the market, Indore.",safety,neutral,Police
3825,"Stray dogs attacking pedestrians in near the market, Jaipur.",safety,disgust,Police
3826,"Stray dogs attacking pedestrians in near the market, Kochi.",safety,anger,Police
3827,"Stray dogs attacking pedestrians in near the market, Lucknow.",safety,sadness,Police
3828,"Stray dogs attacking pedestrians in near the market, Mumbai.",safety,frustration,Police
3829,"Stray dogs attacking pedestrians in near the market, Pune.",safety,neutral,Police
3830,"Stray dogs attacking pedestrians in near the market, Thiruvananthapuram.",safety,frustration,Police
3831,"Stray dogs attacking pedestrians in near the market, Thiruvananthapuram.",safety,urgency,Police
3832,"Stray dogs attacking pedestrians in near the railway station, Bengaluru.",safety,disgust,Police
3833,"Stray dogs attacking pedestrians in near the railway station, Pune.",safety,disgust,Police
3834,"Stray dogs attacking pedestrians in near the railway station, Pune.",safety,neutral,Police
3835,"Stray dogs attacking pedestrians in near the temple, Bhopal.",safety,worry,Police
3836,"Stray dogs attacking pedestrians in near the temple, Delhi.",safety,disgust,Police
3837,"Stray dogs attacking pedestrians in near the temple, Jaipur.",safety,disgust,Police
3838,"Stray dogs attacking pedestrians in near the temple, Pune.",safety,neutral,Police
3839,"Stray dogs attacking pedestrians in near the temple, Trichy.",safety,anger,Police
3840,"Stray dogs attacking pedestrians in next to the metro station, Guwahati.",safety,worry,Police
3841,"Stray dogs attacking pedestrians in next to the metro station, Madurai.",safety,neutral,Police
3842,"Stray dogs attacking pedestrians in next to the metro station, Mangalore.",safety,anger,Police
3843,"Stray dogs attacking pedestrians in next to the metro station, Thiruvananthapuram.",safety,frustration,Police
3844,"Stray dogs attacking pedestrians in next to the metro station, Vellore.",safety,neutral,Police
3845,"Stray dogs attacking pedestrians in on the main road, Coimbatore.",safety,concern,Police
3846,"Stray dogs attacking pedestrians in on the main road, Indore.",safety,worry,Police
3847,"Stray dogs attacking pedestrians in on the main road, Jaipur.",safety,frustration,Police
3848,"Stray dogs attacking pedestrians in opposite the hospital, Coimbatore.",safety,urgency,Police
3849,"Stray dogs attacking pedestrians in opposite the hospital, Coimbatore.",safety,worry,Police
3850,"Stray dogs attacking pedestrians in opposite the hospital, Delhi.",safety,urgency,Police
3851,"Stray dogs attacking pedestrians in opposite the hospital, Jaipur.",safety,urgency,Police
3852,"Stray dogs attacking pedestrians in opposite the hospital, Mangalore.",safety,anger,Police
3853,"Stray dogs attacking pedestrians in opposite the hospital, Mumbai.",safety,worry,Police
3854,"Stray dogs attacking pedestrians in opposite the hospital, Mysuru.",safety,neutral,Police
3855,"Stray dogs attacking pedestrians in opposite the hospital, Nagpur.",safety,urgency,Police
3856,"Stray dogs attacking pedestrians in outside the school, Hyderabad.",safety,sadness,Police
3857,"Stray dogs attacking pedestrians in outside the school, Mysuru.",safety,disgust,Police
3858,"Stray dogs attacking pedestrians in outside the school, Thiruvananthapuram.",safety,concern,Police
3859,"Street bakery cooking in unhygienic conditions in behind the apartment, Vellore.",food,worry,Food Safety Dept.
3860,"Street bakery cooking in unhygienic conditions in in our colony, Bengaluru.",food,urgency,Food Safety Dept.
3861,"Street bakery cooking in unhygienic conditions in in the municipal ward, Chennai.",food,neutral,Food Safety Dept.
3862,"Street bakery cooking in unhygienic conditions in near the market, Mysuru.",food,concern,Food Safety Dept.
3863,"Street bakery cooking in unhygienic conditions in near the temple, Lucknow.",food,concern,Food Safety Dept.
3864,"Street bakery cooking in unhygienic conditions in next to the metro station, Chennai.",food,anger,Food Safety Dept.
3865,"Street bakery cooking in unhygienic conditions in next to the metro station, Jaipur.",food,disgust,Food Safety Dept.
3866,"Street bakery cooking in unhygienic conditions in next to the metro station, Pune.",food,anger,Food Safety Dept.
3867,"Street bakery cooking in unhygienic conditions in opposite the hospital, Bhopal.",food,frustration,Food Safety Dept.
3868,"Street bakery cooking in unhygienic conditions in opposite the hospital, Mumbai.",food,disgust,Food Safety Dept.
3869,"Street canteen cooking in unhygienic conditions in behind the apartment, Bhopal.",food,anger,Food Safety Dept.
3870,"Street canteen cooking in unhygienic conditions in behind the apartment, Kolkata.",food,sadness,Food Safety Dept.
3871,"Street canteen cooking in unhygienic conditions in in our colony, Visakhapatnam.",food,frustration,Food Safety Dept.
3872,"Street canteen cooking in unhygienic conditions in near the market, Pune.",food,sadness,Food Safety Dept.
3873,"Street canteen cooking in unhygienic conditions in near the temple, Delhi.",food,disgust,Food Safety Dept.
3874,"Street canteen cooking in unhygienic conditions in next to the metro station, Kolkata.",food,worry,Food Safety Dept.
3875,"Street canteen cooking in unhygienic conditions in next to the metro station, Lucknow.",food,frustration,Food Safety Dept.
3876,Street canteen is preparing food with dirty utensils in Delhi.,food,frustration,Food Safety Dept.
3877,Street canteen is preparing food with dirty utensils in Lucknow.,food,urgency,Food Safety Dept.
3878,Street canteen is preparing food with dirty utensils in Lucknow.,food,urgency,Food Safety Dept.
3879,"Street dhabha cooking in unhygienic conditions in beside the park, Indore.",food,disgust,Food Safety Dept.
3880,Street dhabha is preparing food with dirty utensils in Hyderabad.,food,neutral,Food Safety Dept.
3881,Street dhabha is preparing food with dirty utensils in Kochi.,food,urgency,Food Safety Dept.
3882,Street dhabha is preparing food with dirty utensils in Visakhapatnam.,food,neutral,Food Safety Dept.
3883,"Street fruit seller cooking in unhygienic conditions in behind the apartment, Indore.",food,concern,Food Safety Dept.
3884,"Street fruit seller cooking in unhygienic conditions in behind the apartment, Visakhapatnam.",food,frustration,Food Safety Dept.
3885,"Street fruit seller cooking in unhygienic conditions in beside the park, Indore.",food,sadness,Food Safety Dept.
3886,"Street fruit seller cooking in unhygienic conditions in near the market, Bhopal.",food,concern,Food Safety Dept.
3887,"Street fruit seller cooking in unhygienic conditions in near the railway station, Indore.",food,sadness,Food Safety Dept.
3888,"Street fruit seller cooking in unhygienic conditions in near the railway station, Indore.",food,worry,Food Safety Dept.
3889,"Street lights are not functioning in at the bus stop, Delhi; unsafe at night.",safety,frustration,Police
3890,"Street lights are not functioning in at the bus stop, Jaipur; unsafe at night.",safety,concern,Police
3891,"Street lights are not functioning in at the bus stop, Mysuru; unsafe at night.",safety,anger,Police
3892,"Street lights are not functioning in at the bus stop, Thiruvananthapuram; unsafe at night.",safety,concern,Police
3893,"Street lights are not functioning in behind the apartment, Chennai; unsafe at night.",safety,neutral,Police
3894,"Street lights are not functioning in behind the apartment, Hyderabad; unsafe at night.",safety,anger,Police
3895,"Street lights are not functioning in behind the apartment, Mangalore; unsafe at night.",safety,urgency,Police
3896,"Street lights are not functioning in behind the apartment, Mysuru; unsafe at night.",safety,sadness,Police
3897,"Street lights are not functioning in behind the apartment, Pune; unsafe at night.",safety,worry,Police
3898,"Street lights are not functioning in behind the apartment, Trichy; unsafe at night.",safety,neutral,Police
3899,"Street lights are not functioning in beside the park, Coimbatore; unsafe at night.",safety,concern,Police
3900,"Street lights are not functioning in beside the park, Coimbatore; unsafe at night.",safety,sadness,Police
3901,"Street lights are not functioning in beside the park, Guwahati; unsafe at night.",safety,urgency,Police
3902,"Street lights are not functioning in beside the park, Madurai; unsafe at night.",safety,sadness,Police
3903,"Street lights are not functioning in beside the park, Patna; unsafe at night.",safety,worry,Police
3904,"Street lights are not functioning in by the lake, Bhopal; unsafe at night.",safety,disgust,Police
3905,"Street lights are not functioning in by the lake, Chennai; unsafe at night.",safety,disgust,Police
3906,"Street lights are not functioning in by the lake, Delhi; unsafe at night.",safety,sadness,Police
3907,"Street lights are not functioning in by the lake, Indore; unsafe at night.",safety,worry,Police
3908,"Street lights are not functioning in by the lake, Kochi; unsafe at night.",safety,sadness,Police
3909,"Street lights are not functioning in by the lake, Kochi; unsafe at night.",safety,sadness,Police
3910,"Street lights are not functioning in by the lake, Lucknow; unsafe at night.",safety,sadness,Police
3911,"Street lights are not functioning in by the lake, Mumbai; unsafe at night.",safety,urgency,Police
3912,"Street lights are not functioning in in our colony, Bengaluru; unsafe at night.",safety,anger,Police
3913,"Street lights are not functioning in in our colony, Guwahati; unsafe at night.",safety,sadness,Police
3914,"Street lights are not functioning in in our colony, Hyderabad; unsafe at night.",safety,sadness,Police
3915,"Street lights are not functioning in in our colony, Jaipur; unsafe at night.",safety,disgust,Police
3916,"Street lights are not functioning in in our colony, Nagpur; unsafe at night.",safety,urgency,Police
3917,"Street lights are not functioning in in our colony, Thiruvananthapuram; unsafe at night.",safety,concern,Police
3918,"Street lights are not functioning in in our colony, Trichy; unsafe at night.",safety,neutral,Police
3919,"Street lights are not functioning in in our colony, Visakhapatnam; unsafe at night.",safety,worry,Police
3920,"Street lights are not functioning in in the municipal ward, Bhopal; unsafe at night.",safety,anger,Police
3921,"Street lights are not functioning in in the municipal ward, Bhopal; unsafe at night.",safety,disgust,Police
3922,"Street lights are not functioning in in the municipal ward, Delhi; unsafe at night.",safety,neutral,Police
3923,"Street lights are not functioning in in the municipal ward, Hyderabad; unsafe at night.",safety,anger,Police
3924,"Street lights are not functioning in in the municipal ward, Kolkata; unsafe at night.",safety,neutral,Police
3925,"Street lights are not functioning in inside the hostel, Nagpur; unsafe at night.",safety,urgency,Police
3926,"Street lights are not functioning in inside the hostel, Patna; unsafe at night.",safety,frustration,Police
3927,"Street lights are not functioning in inside the hostel, Pune; unsafe at night.",safety,neutral,Police
3928,"Street lights are not functioning in inside the hostel, Surat; unsafe at night.",safety,urgency,Police
3929,"Street lights are not functioning in inside the hostel, Vellore; unsafe at night.",safety,neutral,Police
3930,"Street lights are not functioning in near the market, Delhi; unsafe at night.",safety,worry,Police
3931,"Street lights are not functioning in near the market, Mangalore; unsafe at night.",safety,sadness,Police
3932,"Street lights are not functioning in near the market, Mumbai; unsafe at night.",safety,concern,Police
3933,"Street lights are not functioning in near the railway station, Chennai; unsafe at night.",safety,neutral,Police
3934,"Street lights are not functioning in near the railway station, Hyderabad; unsafe at night.",safety,anger,Police
3935,"Street lights are not functioning in near the railway station, Indore; unsafe at night.",safety,anger,Police
3936,"Street lights are not functioning in near the railway station, Patna; unsafe at night.",safety,urgency,Police
3937,"Street lights are not functioning in near the railway station, Vellore; unsafe at night.",safety,neutral,Police
3938,"Street lights are not functioning in near the temple, Chennai; unsafe at night.",safety,neutral,Police
3939,"Street lights are not functioning in near the temple, Lucknow; unsafe at night.",safety,urgency,Police
3940,"Street lights are not functioning in near the temple, Surat; unsafe at night.",safety,urgency,Police
3941,"Street lights are not functioning in near the temple, Thiruvananthapuram; unsafe at night.",safety,concern,Police
3942,"Street lights are not functioning in next to the metro station, Surat; unsafe at night.",safety,urgency,Police
3943,"Street lights are not functioning in on the main road, Coimbatore; unsafe at night.",safety,neutral,Police
3944,"Street lights are not functioning in on the main road, Delhi; unsafe at night.",safety,sadness,Police
3945,"Street lights are not functioning in on the main road, Guwahati; unsafe at night.",safety,frustration,Police
3946,"Street lights are not functioning in on the main road, Patna; unsafe at night.",safety,anger,Police
3947,"Street lights are not functioning in on the main road, Trichy; unsafe at night.",safety,frustration,Police
3948,"Street lights are not functioning in on the main road, Trichy; unsafe at night.",safety,urgency,Police
3949,"Street lights are not functioning in opposite the hospital, Bhopal; unsafe at night.",safety,concern,Police
3950,"Street lights are not functioning in opposite the hospital, Jaipur; unsafe at night.",safety,disgust,Police
